registration_number,partner_departments,subjects,title_en,title_fr,description_en,description_fr,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,owner_org,owner_org_title
C-0000044,D64,TC,Consultations on potential accession of new members to the Comprehensive and Progressive Trans-Pacific Partnership (CPTPP),Consulter les Canadiens au sujet d’une possible accession d'un nouveau membre à l'Accord de partenariat transpacifique global et progressiste,"Prior to initiating negotiations, GoC will launch public consultations to seek the view of Canadians through: Canada Gazette Notice /Face to Face / FPT meetings/ C-Trade/ Value Chain Roundtables (VCRTs) 

Coordinated stakeholder consultations with other relevant government departments on requests for accession of a new member to the CPTPP 

To inform future engagement with candidates for accessions","Avant d'enclencher les négociations, le gouvernment consultera les canadiens à travers: un avis de la Gazette du Canada/ face à face / Rencontres avec les représentants des provinces et territoires / tables rondes sur les chaînes de valeur (TRCV)

Consultations auprès des intervenants sur les discussions au sujet d'une possible accession d'un nouveau membre à l'Accord de partenariat transpacifique global et progressisteavec d'autres ministères.

Vise à informer un engagement futur avec la Chine",2019-07-27,2019-08-25,C,https://www.international.gc.ca/trade-commerce/consultations/cptpp-ptpgp/negotiations-2019-07.aspx?lang=eng,https://www.international.gc.ca/trade-commerce/consultations/cptpp-ptpgp/negotiations-2019-07.aspx?lang=fra,Y,https://www.international.gc.ca/trade-commerce/trade-agreements-accords-commerciaux/agr-acc/cptpp-ptpgp/public_consultations_report-rapport_consultations_publiques.aspx?lang=eng,https://www.international.gc.ca/trade-commerce/trade-agreements-accords-commerciaux/agr-acc/cptpp-ptpgp/public_consultations_report-rapport_consultations_publiques.aspx?lang=fra,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
C-0000004,,AG,Western and Eastern Standards Committee Meetings,Réunions des comités de normalisation des grains de l'Ouest et de l'Est,Face-to-face meetings twice a year.  Committees provide CGC recommendations on: specifications and grain grades; standard samples; and beginning or continuing grading studies and projects. ,"Réunions en personne deux fois l’an. Les comités présentent des recommandations à la CCG sur les caractéristiques et les grades de grain, les échantillons-types, ainsi que l’amorce ou la poursuite d’études et de projets portant sur le classement.",2019-04-02,2020-03-31,C,https://grainscanada.gc.ca/en/grain-quality/grain-grading/setting-changing-grades/,https://grainscanada.gc.ca/fr/qualite-grains/classement-des-grains/etablissement-modification-grain/,Y,https://www.grainscanada.gc.ca/en/grain-quality/grain-grading/setting-changing-grades/western-standards-committee/recommendations.html  ,https://www.grainscanada.gc.ca/fr/qualite-grains/classement-des-grains/etablissement-modification-grain/comite-normalisation-grains-ouest/recommandations.html ,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
C-0000032,"D139,D206,D271","AG,FS,RE",Consultation on the Agri-Food and Aquaculture Sector Regulatory Review,Consultation sur l’examen réglementaire du secteur de l’agroalimentaire et de l’aquaculture,"Agriculture and Agri-Food Canada along with the Treasury Board Secretariat, Canadian Food Inspection Agency, Health Canada and Fisheries and Oceans Canada held a webinar with agri-food and aquaculture industry to launch consultations on the sectoral regulatory review. Consultations will include a Canada Gazette Notice by the Treasury Board Secretariat","Agriculture et Agroalimentaire Canada en collaboration avec le Secrétariat du Conseil du Trésor, l’Agence canadienne d’inspection des aliments, Santé Canada et Pêches et Océans Canada, ont tenu un webinaire avec l’industrie de l’agroalimentaire et de l’aquaculture pour lancer des consultations sur l’examen réglementaire sectoriel. Les consultations comprendront un avis du Secrétariat du Conseil du Trésor dans la Gazette du Canada.",2018-07-12,2018-09-15,C,http://gazette.gc.ca/rp-pr/p1/2018/2018-07-28/html/notice-avis-eng.html#nl7,http://gazette.gc.ca/rp-pr/p1/2018/2018-07-28/html/notice-avis-fra.html#nl7,Y,https://www.canada.ca/en/treasury-board-seCR: Closed – Report Availableetariat/services/federal-regulatory-management/targeted-reg-review/wwh-reg-rvw-mod-cnsltation.html,https://www.canada.ca/fr/seCR: Closed – Report Availableetariat-conseil-tresor/services/gestion-reglementation-federale/examen-reg-cible/nae-reg-intvn-mod-cnsltation.html,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
C-0000052,,"AG,PO",Canadian Agricultural  Partnership AgriScience Cluster Recipient/FPT Meeting,Partenariat canadien pour l'agriculture Programme Agri-science – grappes / FPT réunion,Face to Face meeting:  With leads of recipient Clusters and FPTs to discuss results of Agri-Science Clusters projects to date as well as specfic policy considerations for the science programming moving forward. ,Réunion: grappes du programme Agri-science et FPT pour discuter des résultats des projets des grappes AgriScience ainsi que des futures considérations politiques,2020-02-18,2020-02-20,C,n/a,s/o,N,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
A-001776,,"CU,HP",Motherwell Homestead National Historic Site of Canada - Management Plan,Lieu historique national du Canada du Homestead- Motherwell - Plan directeur,Not Available,Sans objet,2010-11-03,2010-11-22,C,http://www.pc.gc.ca/eng/lhn-nhs/sk/motherwell/plan.aspx,http://www.pc.gc.ca/fra/lhn-nhs/sk/motherwell/plan.aspx,N,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
C-INA0067,,IP,"Collaborative Process on Indian Registration, Band Membership and First Nation Citizenship","Le processus de collaboration sur l'inscription des Indiens, l'appartenance à une bande et la citoyenneté des Premières Nations","This Collaborative Process on Indian registration, band membership and First Nation citizenship involves comprehensive consultations on the broader and more complex issues related to registration, membership and citizenship. The Collaborative Process will involve consultations with First Nations, other Indigenous groups and impacted individuals with a view to future legislative reform within the context of reconciliation and a renewed relationship.","Ce processus de collaboration portant sur l’inscription des Indiens, l’appartenance à une bande et la citoyenneté des Premières Nations comprend des consultations exhaustives sur les questions plus vastes et plus complexes liées à l’inscription, à l’appartenance et à la citoyenneté. Il comprendra des consultations avec les Premières Nations, les autres groupes autochtones et les personnes touchées en vue d’une réforme législative future dans le contexte de la réconciliation et d’une relation renouvelée.",2018-06-12,2019-03-31,C,https://www.canada.ca/first-nation-citizenship,https://www.canada.ca/citoyennete-premieres-nations,Y,https://www.aadnc-aandc.gc.ca/eng/1560878580290/1560878705449,https://www.aadnc-aandc.gc.ca/fra/1560878580290/1560878705449,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
A-001783,,"CU,EN,HP",Sable Island National Park Proposal,Proposition du parc national de l'île de Sable,Not Available,Sans objet,2010-06-25,2010-08-15,C,http://www.pc.gc.ca/eng/progs/np-pn/cnpn-cnnp/sable/index.aspx,http://www.pc.gc.ca/fra/progs/np-pn/cnpn-cnnp/sable/index.aspx,N,,,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
C-INA0064,"D115,D119,D173","AA,CD,CU,EC,ED,EN,FI,FS,HL,HP,HS,IP,JL,LT,NR,PO,PS,TR,TX",Recognition and Implementation of Indigenous Rights Framework ,Cadre de reconnaissance et de mise en œuvre des droits autochtones,"The Government of Canada has committed to the review of its laws, policies and operational practices to ensure the constitutional commitments made to Indigenous peoples are respected. 

As part of this commitment, on February 14, 2018, the Prime Minister announced the launch of a national engagement with First Nation, Inuit and Métis people that will help develop a Recognition and Implementation of Indigenous Rights Framework.

Led by the Minister of Crown-Indigenous Relations, Carolyn Bennett, the Government of Canada engaged various groups on the legislative and policy changes necessary to reform government policies and practices to ensure that the starting premise for all   federal government action is the recognition of Indigenous rights. 
This consultation has been completed. The Government has stated that it will work with partners to overhaul the Comprehensive Land Claim and Inherent Right policies.","Le gouvernement du Canada s'est engagé à revoir ses lois, ses politiques et ses pratiques opérationnelles afin de s'assurer que les engagements constitutionnels pris à l’égard des peuples autochtones sont respectés. 

Dans le cadre de cet engagement, le 14 février 2018, le premier ministre a annoncé le lancement d'un processus national de mobilisation auprès des Premières Nations, des Inuit et des Métis, qui aidera à élaborer un cadre de reconnaissance et de mise en œuvre des droits autochtones. 

Dans le cadre de ce processus dirigé par la ministre des Relations Couronne-Autochtones, Carolyn Bennett, le gouvernement du Canada a tenu des séances de mobilisation auprès de divers groupes au sujet des changements législatifs et stratégiques nécessaires pour réformer les politiques et les pratiques gouvernementales. L’objectif était de faire en sorte que la reconnaissance des droits ancestraux soit à la base de toutes les actions du gouvernement fédéral. Cette consultation est complétée. Le gouvernement a indiqué qu'il travaillerait avec ses partenaires pour revoir la Politiques sur les revendications territoriales globales et la Politique sur le droit inhérent par une politique fondée sur les droits. ",2018-02-14,2018-12-31,C,https://www.rcaanc-cirnac.gc.ca/eng/1512679042828/1539886236551,https://www.aadnc-aandc.gc.ca/fra/1512679042828/1512679061367,Y,https://www.rcaanc-cirnac.gc.ca/eng/1531408653300/1539960280640 ,https://www.rcaanc-cirnac.gc.ca/fra/1531408653300/1539960280640 ,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
C-INA0072,,RE,Administrative Monetary Penalties Regulations (Proposed) - pursuant to the Territorial Lands Act,Règlement (anticipé) sur les sanctions administratives pécuniaires - en vertu de la Loi sur les terres territoriales,Discussions and drafts of the proposed Administrative Monetary Penalties Regulations will be shared with the with stakeholders.,Consultations et des ébauches du Règlement anticipé sur les sanctions administratives pécuniaires seront mises à la disposition des des intervenant.,2017-05-01,2019-09-06,C,https://www.rcaanc-cirnac.gc.ca/eng/1408366445779/1545156702929,https://www.rcaanc-cirnac.gc.ca/fra/1408366445779/1545156702929,N,N/A,S/O,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
C-INA0073,,RE,Administrative Monetary Penalties Regulations (Proposed) - pursuant to the Nunavut Waters and Nunavut Surface Rights Tribunal Act,Règlement (anticipé) sur les sanctions administratives pécuniaires - en vertu de de la Loi sur les eaux du Nunavut et le Tribunal des droits de surface du Nunavut,Discussions and drafts of the proposed Administrative Monetary Penalties Regulations are being shared with the with stakeholders.,Consultations et des ébauches du Règlement anticipé sur les sanctions administratives pécuniaires sont mises à la disposition des des intervenant.,2017-05-01,2019-04-01,C,https://www.rcaanc-cirnac.gc.ca/eng/1456165562807/1545156946191,https://www.rcaanc-cirnac.gc.ca/fra/1456165562807/1545156946191,N,N/A,S/O,aandc-aadnc,Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada
